32413063,WMILBURG138 KV  T1,Ohio Power Company 
32413065,WMOULTON69 KV   LOAD,Ohio Power Company 
32413067,WMOULTON69 KV   SKOSSUTH,Ohio Power Company 
32413069,WMOULTON69 KV   WAPAKONE,Ohio Power Company 
32413071,WMOULTON12 KV   LOAD,Ohio Power Company 
32413073,WMTVERNO138 KV  T1,Ohio Power Company 
32413075,WNEWPHIL138 KV  T1,Ohio Power Company 
32413079,WNEWPHIL138 KV  T3,Ohio Power Company 
32413083,WOODLAWN138 KV  T1,Ohio Power Company 
32413085,WOOSTER 138 KV  T1,Ohio Power Company 
32413091,WPHILO  138 KV  T1,Ohio Power Company 
32413099,WTORONTO69 KV   T1,Ohio Power Company 
32413101,WTRINWAY138 KV  T1,Ohio Power Company 
32413119,YEARLING138 KV  T1,Ohio Power Company 
32413121,YEARLING138 KV  T2,Ohio Power Company 
32413125,ZUBER   138 KV  T1,Ohio Power Company 
32413127,BELLEVI2138 KV  LOAD,Ohio Power Company 
32413149,CITY    138 KV  LOAD,Ohio Power Company 
32413151,SOUTHERL69 KV   A,Ohio Power Company 
32413157,ORMET   138 KV  ORMET,Ohio Power Company 
32413159,AMPOR   138 KV  LOAD,Ohio Power Company 
32413161,CITYSTMA138 KV  LOAD,Ohio Power Company 
38367849,OBETZ   138 KV  XT1,Ohio Power Company 
40243235,BLENDON 138 KV  T2,Ohio Power Company 
40243237,CORRIDOR138 KV  TR3,Ohio Power Company 
40243239,POLARIS 138 KV  T2,Ohio Power Company 
40243245,MILTONSW138 KV  T1 LOAD,Ohio Power Company 
40243247,CURVERD 138 KV  T1 LOAD,Ohio Power Company 
40243249,NEGLEY  138 KV  T1 LOAD,Ohio Power Company 
40243251,PACKARD2138 KV  T1 LOAD,Ohio Power Company 
40243253,DUBLIN  138 KV  T1 LOAD,Ohio Power Company 
40243255,DUBLIN  138 KV  T2 LOAD,Ohio Power Company 
40243257,DUBLIN  138 KV  T3 LOAD,Ohio Power Company 
40243259,BALLHOLL138 KV  T1 LOAD,Ohio Power Company 
41935423,HOCKING 138 KV  T1,Ohio Power Company 
41935425,JNCTCITY138 KV  T1,Ohio Power Company 
47012207,MILL AEP138 KV  T1,Ohio Power Company 
47012209,MILL AEP138 KV  T2,Ohio Power Company 
47012211,MILL AEP138 KV  T3,Ohio Power Company 
47012213,MILL AEP138 KV  T4,Ohio Power Company 
47012221,SCOTTOWN138 KV  T-1,Ohio Power Company 
48933985,BERKSHI2138 KV  T1,Ohio Power Company 
48933989,GENOA   138 KV  T5,Ohio Power Company 
48933991,ITALIANV138 KV  XFM1,Ohio Power Company 
48933993,ITALIANV138 KV  XFM2,Ohio Power Company 
48933995,KI&MBERLY138 KV  T1,Ohio Power Company 
48933997,KI&MBERLY138 KV  T2,Ohio Power Company 
48934001,NBELLVIL138 KV  T1,Ohio Power Company 
48934007,NEWLIBER138 KV  T4,Ohio Power Company 
48934011,SPENCERD138 KV  BUCKCOAL,Ohio Power Company 
48934013,WHITERD 138 KV  T1,Ohio Power Company 
48934083,MIDD DAY138 KV  BK-1,Ohio Power Company 
51519917,OSU     138 KV  T3,Ohio Power Company 
51519919,TIDD_AEP138 KV  T13,Ohio Power Company 
51519921,TIDD_AEP138 KV  T14,Ohio Power Company 
51519923,TIDD_AEP138 KV  T301,Ohio Power Company 
51519925,TI&MKEN  138 KV  T4,Ohio Power Company 
53048717,CENTERBU138 KV  CENTERBU,Ohio Power Company 
53048721,ROZELLE 138 KV  T1,Ohio Power Company 
57967541,DELAWARE138 KV  PARK,Ohio Power Company 
61482245,HANTHORN138 KV  GOE,Ohio Power Company 
61482247,JEHUBRAN138 KV  E,Ohio Power Company 
61482249,NHAVERHI69 KV   SUN COKE,Ohio Power Company 
61482257,TIDD_AEP138 KV  FGD A,Ohio Power Company 
61482259,TIDD_AEP138 KV  FGD B,Ohio Power Company 
63381269,BLACKLIC138 KV  T3,Ohio Power Company 
63381271,MALISZEW138 KV  T5,Ohio Power Company 
